Program,DMP
Version,3.0
Copyright,2022-26
Contact,lars.jermiin@universityofgalway.ie
Reference,

Input file,str_nucleocapsid.fas
Genetic code,Standard code

General,,Strand-indepent,Measures,,,,,,,,,,,,Strand-dependent,Measures
Sequence,Codons,Pobs_(GC),Pmin_(GC),Pmax_(GC),prop_(syn),Psyn_(GC),Pnon_(GC),PsynBAR,muD_(GC),SD_(GC),Pobs_(W|W),Pobs_(S|W),Pobs_(W|S),Pobs_(S|S),Sum_(4FD),prop_(4FD),Pobs_(A_4FD),Pobs_(C_4FD),Pobs_(G_4FD),Pobs_(T_4FD),Skew_(A_4FD),Skew_(G_4FD),muD_(A_4FD),SD_(A_4FD),muD_(C_4FD),SD_(C_4FD),muD_(G_4FD),SD_(G_4FD),muD_(T_4FD),SD_(T_4FD),Pobs_(A|A),Pobs_(A|B),Pobs_(B|A),Pobs_(B|B),Pobs_(C|C),Pobs_(C|D),Pobs_(D|C),Pobs_(D|D),Pobs_(G|G),Pobs_(G|H),Pobs_(H|G),Pobs_(H|H),Pobs_(T|T),Pobs_(T|V),Pobs_(V|T),Pobs_(V|V),
alpha_HM245926.1,376,0.412234,0.308511,0.666667,0.358156,0.289604,0.480663,0.505354,0.286536,0.022495,0.289894,0.250000,0.223404,0.236702,174,0.462766,0.224138,0.114943,0.074713,0.586207,0.276596,0.393939,0.448276,0.037702,0.229885,0.031898,0.149425,0.027027,0.724138,0.033883,0.172872,0.151596,0.191489,0.484043,0.053191,0.119681,0.210106,0.617021,0.079787,0.234043,0.117021,0.569149,0.055851,0.132979,0.119681,0.691489
alpha_JX504050.1,377,0.413793,0.295314,0.664898,0.369584,0.320574,0.468443,0.505510,0.317080,0.022760,0.289125,0.281167,0.201592,0.228117,176,0.466844,0.142045,0.107955,0.028409,0.721591,0.164474,0.208333,0.284091,0.033994,0.215909,0.031014,0.056818,0.017450,0.814394,0.029306,0.148541,0.145889,0.193634,0.511936,0.076923,0.148541,0.193634,0.580902,0.042440,0.241379,0.116711,0.599469,0.068966,0.127321,0.159151,0.644562
alpha_KP143512.1,377,0.434129,0.297082,0.664014,0.366932,0.373494,0.469274,0.505985,0.369076,0.023688,0.278515,0.281167,0.228117,0.212202,168,0.445623,0.244048,0.202381,0.095238,0.458333,0.347458,0.320000,0.488095,0.038565,0.404762,0.037870,0.190476,0.030296,0.638889,0.037058,0.159151,0.167109,0.214854,0.458886,0.047745,0.140584,0.198939,0.612732,0.068966,0.236074,0.124668,0.570292,0.055703,0.124668,0.129973,0.689655
alpha_KY770851.1,433,0.491917,0.324095,0.680523,0.356428,0.470842,0.503589,0.504756,0.466406,0.023184,0.254042,0.265589,0.210162,0.270208,218,0.503464,0.206422,0.243119,0.123853,0.426606,0.326087,0.337500,0.412844,0.033346,0.486239,0.033851,0.247706,0.029237,0.617737,0.032912,0.157044,0.166282,0.180139,0.496536,0.071594,0.138568,0.221709,0.568129,0.069284,0.256351,0.117783,0.556582,0.034642,0.106236,0.147806,0.711316
alpha_MH938448.1,434,0.488479,0.311060,0.681260,0.370200,0.479253,0.493902,0.507317,0.472341,0.022740,0.230415,0.331797,0.198157,0.239631,206,0.474654,0.247573,0.247573,0.111650,0.393204,0.386364,0.310811,0.495146,0.034835,0.495146,0.034835,0.223301,0.029016,0.595469,0.034196,0.119816,0.149770,0.260369,0.470046,0.055300,0.225806,0.191244,0.527650,0.059908,0.230415,0.131336,0.578341,0.034562,0.124424,0.147465,0.693548
alpha_MN065811.1,419,0.464598,0.314240,0.680191,0.365951,0.410870,0.495609,0.504780,0.406979,0.022906,0.260143,0.288783,0.181384,0.269690,195,0.465394,0.225641,0.200000,0.082051,0.492308,0.314286,0.290909,0.451282,0.035635,0.400000,0.035082,0.164103,0.026523,0.661538,0.033886,0.150358,0.145585,0.231504,0.472554,0.085919,0.181384,0.169451,0.563246,0.066826,0.224344,0.128878,0.579952,0.035800,0.109785,0.131265,0.723150
alpha_NC_002645.1,389,0.437018,0.314482,0.681234,0.366752,0.334112,0.496617,0.506532,0.329804,0.022725,0.246787,0.311054,0.197943,0.244216,189,0.485861,0.185185,0.132275,0.111111,0.571429,0.244755,0.456522,0.370370,0.035126,0.264550,0.032085,0.222222,0.030241,0.714286,0.032860,0.138817,0.151671,0.213368,0.496144,0.082262,0.159383,0.190231,0.568123,0.056555,0.257069,0.113111,0.573265,0.051414,0.102828,0.154242,0.691517
alpha_NC_022103.1,425,0.483137,0.329412,0.690980,0.361569,0.425163,0.515971,0.504963,0.420984,0.022995,0.251765,0.251765,0.202353,0.294118,223,0.524706,0.246637,0.156951,0.089686,0.506726,0.327381,0.363636,0.493274,0.033479,0.313901,0.031077,0.179372,0.025692,0.671151,0.031460,0.148235,0.143529,0.183529,0.524706,0.084706,0.129412,0.207059,0.578824,0.089412,0.242353,0.115294,0.552941,0.030588,0.131765,0.141176,0.696471
alpha_NC_034972.1,389,0.468723,0.326478,0.682948,0.356470,0.399038,0.507324,0.504076,0.395812,0.023976,0.246787,0.267352,0.218509,0.267352,201,0.516710,0.169154,0.248756,0.074627,0.507463,0.250000,0.230769,0.338308,0.033372,0.497512,0.035267,0.149254,0.025134,0.671642,0.033124,0.131105,0.164524,0.190231,0.514139,0.064267,0.149100,0.239075,0.547558,0.077121,0.244216,0.105398,0.573265,0.051414,0.118252,0.141388,0.688946
alpha_NC_035191.1,366,0.404372,0.314208,0.680328,0.366120,0.246269,0.495690,0.502568,0.245010,0.021451,0.278689,0.273224,0.191257,0.256831,168,0.459016,0.321429,0.113095,0.089286,0.476190,0.402985,0.441176,0.547619,0.038400,0.226190,0.032277,0.178571,0.029549,0.650794,0.036780,0.155738,0.166667,0.188525,0.489071,0.071038,0.106557,0.177596,0.644809,0.081967,0.270492,0.117486,0.530055,0.051913,0.095628,0.155738,0.696721
