Program,DMP
Version,3.0
Copyright,2022-26
Contact,lars.jermiin@universityofgalway.ie
Reference,

Input file,str_membrane.fas
Genetic code,Standard code

General,,Strand-indepent,Measures,,,,,,,,,,,,Strand-dependent,Measures
Sequence,Codons,Pobs_(GC),Pmin_(GC),Pmax_(GC),prop_(syn),Psyn_(GC),Pnon_(GC),PsynBAR,muD_(GC),SD_(GC),Pobs_(W|W),Pobs_(S|W),Pobs_(W|S),Pobs_(S|S),Sum_(4FD),prop_(4FD),Pobs_(A_4FD),Pobs_(C_4FD),Pobs_(G_4FD),Pobs_(T_4FD),Skew_(A_4FD),Skew_(G_4FD),muD_(A_4FD),SD_(A_4FD),muD_(C_4FD),SD_(C_4FD),muD_(G_4FD),SD_(G_4FD),muD_(T_4FD),SD_(T_4FD),Pobs_(A|A),Pobs_(A|B),Pobs_(B|A),Pobs_(B|B),Pobs_(C|C),Pobs_(C|D),Pobs_(D|C),Pobs_(D|D),Pobs_(G|G),Pobs_(G|H),Pobs_(H|G),Pobs_(H|H),Pobs_(T|T),Pobs_(T|V),Pobs_(V|T),Pobs_(V|V),
alpha_HM245926.1,268,0.395522,0.273632,0.635572,0.361940,0.336770,0.428850,0.503726,0.334279,0.027654,0.350746,0.235075,0.231343,0.182836,124,0.462687,0.346774,0.193548,0.088710,0.370968,0.483146,0.314286,0.564516,0.044526,0.387097,0.043742,0.177419,0.034307,0.580645,0.044313,0.111940,0.220149,0.130597,0.537313,0.029851,0.123134,0.190299,0.656716,0.070896,0.194030,0.123134,0.611940,0.097015,0.152985,0.246269,0.503731
alpha_JX504050.1,226,0.373156,0.264012,0.637168,0.373156,0.292490,0.421176,0.506778,0.288578,0.028486,0.331858,0.296460,0.207965,0.163717,103,0.455752,0.155340,0.097087,0.087379,0.660194,0.190476,0.473684,0.310680,0.045598,0.194175,0.038976,0.174757,0.037419,0.773463,0.041245,0.079646,0.185841,0.150442,0.584071,0.030973,0.154867,0.141593,0.672566,0.057522,0.216814,0.141593,0.584071,0.128319,0.146018,0.269912,0.455752
alpha_KP143512.1,264,0.401515,0.280303,0.638889,0.358586,0.338028,0.437008,0.502058,0.336643,0.028041,0.340909,0.234848,0.246212,0.178030,116,0.439394,0.267241,0.181034,0.112069,0.439655,0.378049,0.382353,0.511494,0.046412,0.362069,0.044622,0.224138,0.038719,0.626437,0.044915,0.075758,0.242424,0.162879,0.518939,0.026515,0.113636,0.200758,0.659091,0.064394,0.208333,0.132576,0.594697,0.098485,0.170455,0.238636,0.492424
alpha_KY770851.1,228,0.441520,0.279240,0.635965,0.356725,0.454918,0.434091,0.496429,0.458191,0.031897,0.324561,0.267544,0.219298,0.188596,109,0.478070,0.192661,0.302752,0.201835,0.302752,0.388889,0.400000,0.385321,0.046615,0.535168,0.047773,0.403670,0.046994,0.535168,0.047773,0.074561,0.263158,0.144737,0.517544,0.026316,0.140351,0.192982,0.640351,0.065789,0.223684,0.122807,0.587719,0.087719,0.118421,0.285088,0.508772
alpha_MH938448.1,227,0.465492,0.273128,0.634361,0.361233,0.532520,0.427586,0.502370,0.530294,0.031820,0.321586,0.295154,0.193833,0.189427,116,0.511013,0.206897,0.318966,0.146552,0.327586,0.387097,0.314815,0.413793,0.045729,0.545977,0.046227,0.293103,0.042263,0.551724,0.046175,0.110132,0.207048,0.123348,0.559471,0.030837,0.149780,0.189427,0.629956,0.052863,0.251101,0.110132,0.585903,0.088106,0.110132,0.295154,0.506608
alpha_MN065811.1,228,0.459064,0.282164,0.646199,0.364035,0.485944,0.443678,0.507576,0.478691,0.031657,0.280702,0.307018,0.250000,0.162281,122,0.535088,0.237705,0.286885,0.155738,0.319672,0.426471,0.351852,0.475410,0.045213,0.524590,0.045213,0.311475,0.041927,0.546448,0.045072,0.083333,0.210526,0.122807,0.583333,0.035088,0.149123,0.206140,0.609649,0.052632,0.232456,0.118421,0.596491,0.087719,0.149123,0.293860,0.469298
alpha_NC_002645.1,225,0.417778,0.280000,0.632593,0.352593,0.390756,0.432494,0.504125,0.387559,0.031580,0.324444,0.275556,0.240000,0.160000,103,0.457778,0.330097,0.194175,0.097087,0.378641,0.465753,0.333333,0.553398,0.048985,0.388350,0.048022,0.194175,0.038976,0.585761,0.048536,0.084444,0.226667,0.146667,0.542222,0.031111,0.137778,0.182222,0.648889,0.053333,0.213333,0.133333,0.600000,0.111111,0.142222,0.257778,0.488889
alpha_NC_022103.1,226,0.443953,0.280236,0.646018,0.365782,0.447581,0.441860,0.504785,0.443338,0.031546,0.287611,0.323009,0.203540,0.185841,120,0.530973,0.200000,0.191667,0.208333,0.400000,0.333333,0.520833,0.400000,0.044721,0.383333,0.044384,0.416667,0.045005,0.600000,0.044721,0.084071,0.190265,0.146018,0.579646,0.035398,0.154867,0.181416,0.628319,0.061947,0.256637,0.110619,0.570796,0.079646,0.137168,0.300885,0.482301
alpha_NC_034972.1,248,0.448925,0.280914,0.631720,0.350806,0.478927,0.432712,0.499266,0.479632,0.030924,0.306452,0.278226,0.233871,0.181452,123,0.495968,0.235772,0.317073,0.097561,0.349593,0.402778,0.235294,0.471545,0.045010,0.544715,0.044903,0.195122,0.035733,0.566396,0.044684,0.088710,0.250000,0.137097,0.524194,0.028226,0.145161,0.177419,0.649194,0.072581,0.213710,0.137097,0.576613,0.056452,0.145161,0.302419,0.495968
alpha_NC_035191.1,229,0.353712,0.253275,0.622999,0.369723,0.271654,0.401848,0.500386,0.271444,0.027903,0.393013,0.218341,0.248908,0.139738,89,0.388646,0.359551,0.134831,0.179775,0.325843,0.524590,0.571429,0.573034,0.052431,0.269663,0.047041,0.359551,0.050866,0.550562,0.052728,0.100437,0.257642,0.135371,0.506550,0.043668,0.082969,0.157205,0.716157,0.052402,0.179039,0.135371,0.633188,0.139738,0.144105,0.235808,0.480349
