Program,DMP
Version,3.0
Copyright,2022-26
Contact,lars.jermiin@universityofgalway.ie
Reference,

Input file,alphabet_merged_cds2.fas
Genetic code,Standard code

General,,Strand-indepent,Measures,,,,,,,,,,,,Strand-dependent,Measures
Sequence,Codons,Pobs_(GC),Pmin_(GC),Pmax_(GC),prop_(syn),Psyn_(GC),Pnon_(GC),PsynBAR,muD_(GC),SD_(GC),Pobs_(W|W),Pobs_(S|W),Pobs_(W|S),Pobs_(S|S),Sum_(4FD),prop_(4FD),Pobs_(A_4FD),Pobs_(C_4FD),Pobs_(G_4FD),Pobs_(T_4FD),Skew_(A_4FD),Skew_(G_4FD),muD_(A_4FD),SD_(A_4FD),muD_(C_4FD),SD_(C_4FD),muD_(G_4FD),SD_(G_4FD),muD_(T_4FD),SD_(T_4FD),Pobs_(A|A),Pobs_(A|B),Pobs_(B|A),Pobs_(B|B),Pobs_(C|C),Pobs_(C|D),Pobs_(D|C),Pobs_(D|D),Pobs_(G|G),Pobs_(G|H),Pobs_(H|G),Pobs_(H|H),Pobs_(T|T),Pobs_(T|V),Pobs_(V|T),Pobs_(V|V),
alpha_HM245926.1,8825,0.379717,0.271199,0.632295,0.361095,0.300523,0.424475,0.501026,0.299908,0.004686,0.347649,0.272861,0.196487,0.183003,3740,0.423796,0.245455,0.123262,0.095722,0.535561,0.314276,0.437118,0.490909,0.008175,0.246524,0.007047,0.191444,0.006433,0.690374,0.007560,0.122946,0.175977,0.192521,0.508555,0.034561,0.103343,0.171671,0.690425,0.065836,0.252125,0.107422,0.574618,0.099377,0.145836,0.205666,0.549122
alpha_JX504050.1,8765,0.344780,0.263929,0.629625,0.365697,0.221090,0.416092,0.501667,0.220355,0.004227,0.354820,0.274159,0.196121,0.174900,3687,0.420650,0.187415,0.083808,0.039599,0.689178,0.213800,0.320879,0.374830,0.007972,0.167616,0.006152,0.079197,0.004447,0.792785,0.006675,0.117171,0.171820,0.183799,0.527210,0.034227,0.107929,0.166229,0.691614,0.063092,0.243811,0.107473,0.585625,0.119795,0.142156,0.208214,0.529835
alpha_KP143512.1,8873,0.384988,0.267854,0.627447,0.359593,0.325742,0.418255,0.500377,0.325496,0.004789,0.344078,0.289981,0.194072,0.171870,3715,0.418686,0.267564,0.145357,0.096366,0.490713,0.352858,0.398664,0.511709,0.008201,0.290713,0.007450,0.192732,0.006472,0.660476,0.007769,0.124422,0.185168,0.200834,0.489575,0.033698,0.109771,0.170066,0.686465,0.062437,0.255945,0.099741,0.581878,0.091852,0.136707,0.216950,0.554491
alpha_KY770851.1,8829,0.418998,0.281987,0.644354,0.362366,0.378100,0.442241,0.502454,0.376253,0.004945,0.313399,0.291992,0.193114,0.201495,4005,0.453619,0.200999,0.172285,0.112859,0.513858,0.281174,0.395797,0.401998,0.007748,0.344569,0.007509,0.225718,0.006606,0.675905,0.007396,0.110885,0.171254,0.191868,0.525994,0.036811,0.124250,0.177936,0.661004,0.066938,0.265489,0.112923,0.554649,0.087213,0.137162,0.215426,0.560199
alpha_MH938448.1,8732,0.425447,0.282295,0.645747,0.363452,0.393866,0.443478,0.502960,0.391549,0.005002,0.302794,0.303252,0.192281,0.201672,4117,0.471484,0.176828,0.188973,0.092786,0.541414,0.246195,0.329310,0.353656,0.007451,0.377945,0.007557,0.185572,0.006059,0.694276,0.007180,0.108223,0.160559,0.189876,0.541342,0.036876,0.135593,0.181402,0.646129,0.068026,0.264430,0.107650,0.559895,0.084173,0.142121,0.223775,0.549931
alpha_MN065811.1,8830,0.407701,0.277199,0.642242,0.365043,0.357497,0.436564,0.502495,0.355723,0.004868,0.315402,0.296149,0.196829,0.191619,3964,0.448924,0.194501,0.177346,0.098890,0.529263,0.268735,0.357991,0.389001,0.007743,0.354692,0.007599,0.197780,0.006327,0.686176,0.007370,0.108041,0.171008,0.194337,0.526614,0.037826,0.130578,0.173726,0.657871,0.067157,0.252208,0.109740,0.570895,0.091846,0.141336,0.217327,0.549490
alpha_NC_002645.1,8622,0.383128,0.274144,0.635235,0.361092,0.301820,0.429081,0.501258,0.301063,0.004747,0.337509,0.282533,0.197402,0.182556,3716,0.430990,0.210441,0.135630,0.087998,0.565931,0.271057,0.393502,0.420883,0.008099,0.271259,0.007294,0.175996,0.006247,0.710621,0.007439,0.117606,0.176873,0.188587,0.516933,0.033983,0.105892,0.175829,0.684296,0.064022,0.261192,0.106124,0.568662,0.101717,0.138715,0.212132,0.547437
alpha_NC_022103.1,8914,0.408982,0.284122,0.648530,0.364408,0.342637,0.447020,0.502841,0.340701,0.004801,0.312542,0.287301,0.198003,0.202154,4051,0.454454,0.200691,0.159220,0.090101,0.549988,0.267346,0.361386,0.401382,0.007701,0.318440,0.007320,0.180202,0.006039,0.699992,0.007200,0.104555,0.171416,0.190038,0.533991,0.037806,0.120821,0.181176,0.660197,0.070114,0.260713,0.111061,0.558111,0.095356,0.139219,0.209895,0.555531
alpha_NC_034972.1,8469,0.400283,0.274452,0.637108,0.362656,0.346972,0.430618,0.502502,0.345244,0.004953,0.323415,0.293777,0.195301,0.187507,3728,0.440194,0.197425,0.190451,0.089861,0.522264,0.274320,0.320574,0.394850,0.008006,0.380901,0.007953,0.179721,0.006288,0.681509,0.007630,0.113827,0.167670,0.193529,0.524973,0.034597,0.124100,0.168969,0.672334,0.065061,0.257527,0.114181,0.563231,0.092927,0.144291,0.216909,0.545873
alpha_NC_035191.1,8128,0.319759,0.251722,0.612861,0.361138,0.188394,0.394017,0.500705,0.188129,0.004165,0.398868,0.269931,0.178519,0.152682,2916,0.358760,0.264403,0.082647,0.094993,0.557956,0.321518,0.534749,0.509602,0.009258,0.165295,0.006879,0.189986,0.007265,0.705304,0.008443,0.141732,0.179995,0.194636,0.483637,0.028789,0.078863,0.130044,0.762303,0.062992,0.251969,0.109375,0.575664,0.128568,0.127092,0.203863,0.540477
beta_FJ647219.1,9328,0.420991,0.279660,0.643618,0.363958,0.388316,0.439688,0.503513,0.385607,0.004823,0.323435,0.288701,0.195219,0.192646,4016,0.430532,0.192978,0.210408,0.161106,0.435508,0.307052,0.433646,0.385956,0.007682,0.420817,0.007790,0.322211,0.007374,0.623672,0.007645,0.110206,0.171527,0.196291,0.521977,0.039344,0.117174,0.165630,0.677852,0.061964,0.262864,0.120926,0.554245,0.098092,0.138829,0.207547,0.555532
beta_KF923920.1,8901,0.367711,0.267947,0.631053,0.363105,0.274752,0.420709,0.501713,0.273814,0.004529,0.350747,0.279070,0.192113,0.178070,3615,0.406134,0.226003,0.126141,0.097095,0.550761,0.290954,0.434944,0.452006,0.008278,0.252282,0.007224,0.194191,0.006579,0.700507,0.007618,0.116504,0.177733,0.203123,0.502640,0.034491,0.109426,0.163689,0.692394,0.059094,0.254129,0.112909,0.573868,0.107853,0.140771,0.202337,0.549039
beta_KJ473822.1,9203,0.378898,0.277554,0.642327,0.364772,0.277827,0.436937,0.502634,0.276372,0.004456,0.332718,0.274041,0.199174,0.194067,4054,0.440509,0.247410,0.122102,0.082141,0.548347,0.310911,0.402174,0.494820,0.007852,0.244203,0.006747,0.164282,0.005819,0.698898,0.007205,0.110181,0.178311,0.194828,0.516679,0.039552,0.113224,0.187548,0.659676,0.061502,0.253830,0.104640,0.580028,0.100293,0.143106,0.201456,0.555145
beta_KM349744.1,9255,0.401477,0.274014,0.635188,0.361174,0.352912,0.428934,0.501449,0.351892,0.004769,0.334198,0.290438,0.192112,0.183252,3888,0.420097,0.231996,0.176183,0.141204,0.450617,0.339864,0.444895,0.463992,0.007998,0.352366,0.007661,0.282407,0.007220,0.633745,0.007727,0.111723,0.177526,0.201729,0.509022,0.035332,0.117126,0.163155,0.684387,0.061912,0.259319,0.114965,0.563803,0.095732,0.141329,0.215451,0.547488
beta_MG762674.1,8954,0.420296,0.290187,0.657248,0.367061,0.354462,0.458475,0.504898,0.351024,0.004807,0.306790,0.288028,0.192763,0.212419,4142,0.462587,0.208595,0.157170,0.149445,0.484790,0.300836,0.487402,0.417190,0.007662,0.314341,0.007214,0.298889,0.007113,0.656527,0.007378,0.098503,0.170315,0.195332,0.535850,0.047465,0.125307,0.182042,0.645187,0.063659,0.264016,0.112017,0.560308,0.093031,0.137704,0.207952,0.561313
beta_MT263439.1,9085,0.380297,0.275509,0.641424,0.365915,0.286373,0.434498,0.502611,0.284885,0.004520,0.324931,0.285526,0.203963,0.185581,3979,0.437975,0.289269,0.136718,0.064338,0.509676,0.362064,0.320000,0.526179,0.007916,0.273436,0.007066,0.128676,0.005308,0.673117,0.007436,0.115025,0.187232,0.199670,0.498074,0.040286,0.122950,0.189983,0.646780,0.060870,0.247001,0.098404,0.593726,0.092790,0.133847,0.202972,0.570391
beta_NC_004718.3,9047,0.409639,0.279503,0.645149,0.365646,0.355905,0.440611,0.502757,0.353953,0.004800,0.310711,0.296010,0.199182,0.194097,4096,0.452747,0.283691,0.168701,0.083984,0.463623,0.379615,0.332367,0.522461,0.007805,0.337402,0.007388,0.167969,0.005841,0.642415,0.007489,0.110755,0.182381,0.201614,0.505250,0.040787,0.135846,0.191997,0.631370,0.061899,0.251575,0.098596,0.587930,0.082016,0.134741,0.212336,0.570907
