Program,DMP
Version,3.0
Copyright,2022-26
Contact,lars.jermiin@universityofgalway.ie
Reference,

Input file,nsp7.fas
Genetic code,Standard code

General,,Strand-indepent,Measures,,,,,,,,,,,,Strand-dependent,Measures
Sequence,Codons,Pobs_(GC),Pmin_(GC),Pmax_(GC),prop_(syn),Psyn_(GC),Pnon_(GC),PsynBAR,muD_(GC),SD_(GC),Pobs_(W|W),Pobs_(S|W),Pobs_(W|S),Pobs_(S|S),Sum_(4FD),prop_(4FD),Pobs_(A_4FD),Pobs_(C_4FD),Pobs_(G_4FD),Pobs_(T_4FD),Skew_(A_4FD),Skew_(G_4FD),muD_(A_4FD),SD_(A_4FD),muD_(C_4FD),SD_(C_4FD),muD_(G_4FD),SD_(G_4FD),muD_(T_4FD),SD_(T_4FD),Pobs_(A|A),Pobs_(A|B),Pobs_(B|A),Pobs_(B|B),Pobs_(C|C),Pobs_(C|D),Pobs_(D|C),Pobs_(D|D),Pobs_(G|G),Pobs_(G|H),Pobs_(H|G),Pobs_(H|H),Pobs_(T|T),Pobs_(T|V),Pobs_(V|T),Pobs_(V|V),
alpha_HM245926.1,83,0.349398,0.204819,0.590361,0.385542,0.375000,0.333333,0.512987,0.365506,0.049150,0.385542,0.361446,0.192771,0.060241,31,0.373494,0.161290,0.096774,0.161290,0.580645,0.217391,0.625000,0.322581,0.083959,0.193548,0.070958,0.322581,0.083959,0.720430,0.080605,0.180723,0.108434,0.204819,0.506024,0.012048,0.144578,0.168675,0.674699,0.012048,0.253012,0.060241,0.674699,0.132530,0.156627,0.228916,0.481928
alpha_JX504050.1,83,0.349398,0.240964,0.622490,0.381526,0.284211,0.389610,0.509494,0.278915,0.046012,0.349398,0.301205,0.216867,0.132530,29,0.349398,0.103448,0.137931,0.103448,0.655172,0.136364,0.428571,0.206897,0.075222,0.275862,0.082996,0.206897,0.075222,0.770115,0.078133,0.132530,0.168675,0.192771,0.506024,0.012048,0.144578,0.156627,0.686747,0.048193,0.228916,0.132530,0.590361,0.132530,0.132530,0.192771,0.542169
alpha_KP143512.1,83,0.373494,0.208835,0.590361,0.381526,0.431579,0.337662,0.507576,0.425137,0.050721,0.337349,0.397590,0.204819,0.060241,33,0.397590,0.212121,0.181818,0.181818,0.424242,0.333333,0.500000,0.424242,0.086034,0.363636,0.083739,0.363636,0.083739,0.616162,0.084657,0.156627,0.144578,0.216867,0.481928,0.012048,0.180723,0.156627,0.650602,0.024096,0.240964,0.072289,0.662651,0.084337,0.156627,0.277108,0.481928
alpha_KY770851.1,83,0.369478,0.236948,0.610442,0.373494,0.354839,0.378205,0.510965,0.347224,0.049368,0.361446,0.337349,0.180723,0.120482,29,0.349398,0.206897,0.068966,0.068966,0.655172,0.240000,0.500000,0.413793,0.091457,0.137931,0.064033,0.137931,0.064033,0.770115,0.078133,0.156627,0.132530,0.204819,0.506024,0.012048,0.156627,0.144578,0.686747,0.036145,0.253012,0.108434,0.602410,0.120482,0.132530,0.216867,0.530120
alpha_MN065811.1,83,0.389558,0.232932,0.602410,0.369478,0.423913,0.369427,0.507576,0.417586,0.051416,0.385542,0.313253,0.180723,0.120482,30,0.361446,0.033333,0.200000,0.100000,0.666667,0.047619,0.333333,0.066667,0.045542,0.400000,0.089443,0.200000,0.073030,0.777778,0.075903,0.168675,0.144578,0.180723,0.506024,0.000000,0.120482,0.180723,0.698795,0.024096,0.289157,0.096386,0.590361,0.120482,0.132530,0.228916,0.518072
alpha_MH938448.1,83,0.409639,0.240964,0.626506,0.385542,0.437500,0.392157,0.512821,0.426563,0.050478,0.313253,0.373494,0.180723,0.132530,34,0.409639,0.205882,0.235294,0.058824,0.500000,0.291667,0.200000,0.411765,0.084404,0.470588,0.085601,0.117647,0.055255,0.666667,0.080845,0.132530,0.108434,0.216867,0.542169,0.012048,0.180723,0.180723,0.626506,0.024096,0.289157,0.096386,0.590361,0.108434,0.144578,0.228916,0.518072
alpha_NC_002645.1,83,0.377510,0.228916,0.602410,0.373494,0.397849,0.365385,0.506579,0.392683,0.050639,0.409639,0.301205,0.180723,0.108434,28,0.337349,0.142857,0.178571,0.071429,0.607143,0.190476,0.285714,0.285714,0.085373,0.357143,0.090552,0.142857,0.066130,0.738095,0.083090,0.144578,0.132530,0.216867,0.506024,0.012048,0.108434,0.180723,0.698795,0.036145,0.253012,0.060241,0.650602,0.156627,0.156627,0.192771,0.493976
alpha_NC_022103.1,83,0.361446,0.216867,0.602410,0.385542,0.375000,0.352941,0.512821,0.365625,0.049154,0.421687,0.289157,0.180723,0.108434,27,0.325301,0.185185,0.185185,0.074074,0.555556,0.250000,0.285714,0.370370,0.092935,0.370370,0.092935,0.148148,0.068367,0.703704,0.087877,0.168675,0.108434,0.204819,0.518072,0.000000,0.120482,0.168675,0.710843,0.024096,0.253012,0.096386,0.626506,0.168675,0.156627,0.168675,0.506024
alpha_NC_034972.1,83,0.333333,0.208835,0.590361,0.381526,0.326316,0.337662,0.508230,0.321031,0.047900,0.337349,0.373494,0.228916,0.060241,31,0.373494,0.290323,0.193548,0.096774,0.419355,0.409091,0.333333,0.526882,0.089673,0.387097,0.087483,0.193548,0.070958,0.612903,0.087483,0.168675,0.132530,0.204819,0.493976,0.012048,0.180723,0.168675,0.638554,0.000000,0.240964,0.108434,0.650602,0.096386,0.168675,0.240964,0.493976
alpha_NC_035191.1,82,0.284553,0.207317,0.585366,0.378049,0.204301,0.333333,0.509740,0.200397,0.041509,0.439024,0.292683,0.207317,0.060976,22,0.268293,0.227273,0.090909,0.045455,0.636364,0.263158,0.333333,0.454545,0.106159,0.181818,0.082230,0.090909,0.061291,0.757576,0.091367,0.195122,0.146341,0.146341,0.512195,0.000000,0.073171,0.085366,0.841463,0.024390,0.256098,0.158537,0.560976,0.170732,0.134146,0.219512,0.475610
beta_FJ647219.1,89,0.408240,0.254682,0.647940,0.393258,0.390476,0.419753,0.510536,0.382418,0.047427,0.303371,0.359551,0.213483,0.123596,34,0.382022,0.235294,0.235294,0.088235,0.441176,0.347826,0.272727,0.470588,0.085601,0.470588,0.085601,0.176471,0.065379,0.627451,0.082917,0.112360,0.146067,0.213483,0.528090,0.011236,0.146067,0.191011,0.651685,0.000000,0.325843,0.134831,0.539326,0.134831,0.123596,0.202247,0.539326
beta_KF923920.1,89,0.378277,0.247191,0.632959,0.385768,0.339806,0.402439,0.508621,0.334046,0.046474,0.325843,0.348315,0.213483,0.112360,33,0.370787,0.090909,0.121212,0.121212,0.666667,0.120000,0.500000,0.181818,0.067141,0.242424,0.074601,0.242424,0.074601,0.777778,0.072371,0.134831,0.134831,0.213483,0.516854,0.011236,0.134831,0.202247,0.651685,0.000000,0.314607,0.112360,0.573034,0.134831,0.134831,0.191011,0.539326
beta_KJ473822.1,83,0.377510,0.248996,0.638554,0.389558,0.329897,0.407895,0.514403,0.320660,0.047389,0.313253,0.349398,0.228916,0.108434,36,0.433735,0.166667,0.111111,0.194444,0.527778,0.240000,0.636364,0.333333,0.078567,0.222222,0.069290,0.388889,0.081250,0.685185,0.077407,0.108434,0.108434,0.192771,0.590361,0.012048,0.132530,0.253012,0.602410,0.000000,0.313253,0.072289,0.614458,0.168675,0.156627,0.192771,0.481928
