Program,DMP
Version,3.0
Copyright,2022-26
Contact,lars.jermiin@universityofgalway.ie
Reference,

Input file,nsp8.fas
Genetic code,Standard code

General,,Strand-indepent,Measures,,,,,,,,,,,,Strand-dependent,Measures
Sequence,Codons,Pobs_(GC),Pmin_(GC),Pmax_(GC),prop_(syn),Psyn_(GC),Pnon_(GC),PsynBAR,muD_(GC),SD_(GC),Pobs_(W|W),Pobs_(S|W),Pobs_(W|S),Pobs_(S|S),Sum_(4FD),prop_(4FD),Pobs_(A_4FD),Pobs_(C_4FD),Pobs_(G_4FD),Pobs_(T_4FD),Skew_(A_4FD),Skew_(G_4FD),muD_(A_4FD),SD_(A_4FD),muD_(C_4FD),SD_(C_4FD),muD_(G_4FD),SD_(G_4FD),muD_(T_4FD),SD_(T_4FD),Pobs_(A|A),Pobs_(A|B),Pobs_(B|A),Pobs_(B|B),Pobs_(C|C),Pobs_(C|D),Pobs_(D|C),Pobs_(D|D),Pobs_(G|G),Pobs_(G|H),Pobs_(H|G),Pobs_(H|H),Pobs_(T|T),Pobs_(T|V),Pobs_(V|T),Pobs_(V|V),
alpha_HM245926.1,195,0.406838,0.294017,0.658120,0.364103,0.309859,0.462366,0.503663,0.307606,0.031622,0.302564,0.307692,0.169231,0.220513,89,0.456410,0.269663,0.078652,0.101124,0.550562,0.328767,0.562500,0.513109,0.052982,0.157303,0.038593,0.202247,0.042578,0.700375,0.048558,0.128205,0.158974,0.189744,0.523077,0.030769,0.153846,0.220513,0.594872,0.020513,0.323077,0.117949,0.538462,0.066667,0.117949,0.225641,0.589744
alpha_JX504050.1,195,0.341880,0.282051,0.644444,0.362393,0.165094,0.442359,0.500901,0.164797,0.025480,0.307692,0.312821,0.205128,0.174359,89,0.456410,0.213483,0.022472,0.011236,0.752809,0.220930,0.333333,0.426966,0.052431,0.044944,0.021961,0.022472,0.015710,0.835206,0.039325,0.123077,0.189744,0.194872,0.492308,0.030769,0.123077,0.220513,0.625641,0.030769,0.302564,0.097436,0.569231,0.056410,0.143590,0.246154,0.553846
alpha_KP143512.1,195,0.408547,0.288889,0.654701,0.365812,0.327103,0.455526,0.499552,0.327396,0.032078,0.317949,0.287179,0.184615,0.210256,82,0.420513,0.207317,0.207317,0.085366,0.500000,0.293103,0.291667,0.414634,0.054405,0.414634,0.054405,0.170732,0.041553,0.666667,0.052058,0.143590,0.215385,0.184615,0.456410,0.030769,0.123077,0.230769,0.615385,0.020513,0.323077,0.112821,0.543590,0.056410,0.087179,0.220513,0.635897
alpha_KY770851.1,195,0.420513,0.282051,0.637607,0.355556,0.389423,0.437666,0.498168,0.390855,0.033833,0.333333,0.312821,0.143590,0.210256,85,0.435897,0.152941,0.152941,0.129412,0.564706,0.213115,0.458333,0.305882,0.049979,0.305882,0.049979,0.258824,0.047507,0.709804,0.049227,0.148718,0.164103,0.215385,0.471795,0.030769,0.143590,0.189744,0.635897,0.035897,0.312821,0.097436,0.553846,0.041026,0.123077,0.241026,0.594872
alpha_MN065811.1,195,0.415385,0.290598,0.659829,0.369231,0.337963,0.460705,0.504480,0.334962,0.032114,0.266667,0.348718,0.169231,0.215385,96,0.492308,0.218750,0.125000,0.072917,0.583333,0.272727,0.368421,0.437500,0.050631,0.250000,0.044194,0.145833,0.036022,0.722222,0.045714,0.107692,0.164103,0.220513,0.507692,0.030769,0.200000,0.225641,0.543590,0.020513,0.312821,0.107692,0.558974,0.035897,0.128205,0.251282,0.584615
alpha_MH938448.1,195,0.423932,0.273504,0.634188,0.360684,0.417062,0.427807,0.498619,0.418217,0.033958,0.333333,0.302564,0.174359,0.189744,84,0.430769,0.190476,0.166667,0.083333,0.559524,0.253968,0.333333,0.380952,0.052986,0.333333,0.051434,0.166667,0.040663,0.706349,0.049692,0.138462,0.194872,0.184615,0.482051,0.020513,0.128205,0.210256,0.641026,0.015385,0.328205,0.117949,0.538462,0.061538,0.112821,0.251282,0.574359
alpha_NC_002645.1,195,0.396581,0.299145,0.652991,0.353846,0.275362,0.462963,0.504630,0.272836,0.030959,0.297436,0.348718,0.153846,0.200000,93,0.476923,0.247312,0.129032,0.043011,0.580645,0.298701,0.250000,0.494624,0.051845,0.258065,0.045374,0.086022,0.029076,0.720430,0.046537,0.128205,0.164103,0.184615,0.523077,0.030769,0.128205,0.200000,0.641026,0.035897,0.353846,0.087179,0.523077,0.061538,0.097436,0.271795,0.569231
alpha_NC_022103.1,195,0.411966,0.288889,0.647863,0.358974,0.342857,0.450667,0.498148,0.344132,0.032784,0.358974,0.235897,0.184615,0.220513,77,0.394872,0.233766,0.155844,0.077922,0.532468,0.305085,0.333333,0.467532,0.056860,0.311688,0.052785,0.155844,0.041334,0.688312,0.052785,0.128205,0.220513,0.194872,0.456410,0.030769,0.117949,0.235897,0.615385,0.025641,0.282051,0.112821,0.579487,0.076923,0.117949,0.194872,0.610256
alpha_NC_034972.1,195,0.401709,0.299145,0.661538,0.362393,0.283019,0.469169,0.501832,0.281986,0.030904,0.297436,0.317949,0.158974,0.225641,90,0.461538,0.233333,0.133333,0.066667,0.566667,0.291667,0.333333,0.466667,0.052587,0.266667,0.046614,0.133333,0.035832,0.711111,0.047776,0.112821,0.179487,0.194872,0.512821,0.025641,0.143590,0.225641,0.605128,0.035897,0.338462,0.097436,0.528205,0.056410,0.107692,0.251282,0.584615
alpha_NC_035191.1,193,0.338515,0.278066,0.640760,0.362694,0.166667,0.436314,0.500000,0.166667,0.025717,0.347150,0.326425,0.145078,0.181347,78,0.404145,0.217949,0.051282,0.064103,0.666667,0.246377,0.555556,0.435897,0.056147,0.102564,0.034352,0.128205,0.037854,0.777778,0.047073,0.124352,0.222798,0.196891,0.455959,0.025907,0.088083,0.181347,0.704663,0.015544,0.378238,0.103627,0.502591,0.088083,0.056995,0.264249,0.590674
